Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres,image_url
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376474""","=""9780765376473""",3,4.31,Tor Books,Hardcover,512,2016,2016,2019/04/22,2019/04/17,audio,audio (#14),read,"Exciting, but a lot of build up",,,1,,,0,,,,,,"2019-04-17,2019-04-22","Fantasy|6094;Young Adult|787;Fiction|724;Fantasy,Magic|681",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429627728i/20764879._SX98_.jpg
41078131,American Wolf,Nate Blakeslee,"Blakeslee, Nate",,"=""1101902809""","=""9781101902806""",4,4.39,Broadway Books,Paperback,320,2018,2017,2019/04/05,2019/04/02,audio,audio (#12),read,"A relavatory account of wolf reintroduction, told from many perspectives.",,,1,,,0,,,,,,"2019-04-02,2019-04-05","Nonfiction|365;Environment,Nature|106;Science|97;Animals|97;History|52",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533821257i/41078131._SX98_.jpg
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",4,4.19,Simon & Schuster,Hardcover,600,2017,2017,2019/04/17,2019/04/08,audio,audio (#13),read,An insightful portrait into a man who did much more than just paint. I learned about this curious man who was centuries ahead of his time.,,,1,,,0,,,,,,"2019-04-11,2019-04-16",Biography|1410;Nonfiction|832;History|715;Art|314;Science|189,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523543570i/34684622._SX98_.jpg
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",4,3.95,Viking,Hardcover,479,2014,1939,2019/02/28,2019/02/22,audio,audio (#11),read,An insightful and emotional journey,,,1,,,0,,,,,,"2019-02-22,2019-02-28","Classics|12701;Fiction|6861;Historical,Historical Fiction|2142;Literature|1217",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY160_.jpg
38501,Ham on Rye,Charles Bukowski,"Bukowski, Charles",,"=""006117758X""","=""9780061177583""",3,4.14,Ecco,Paperback,288,2014,1982,2018/10/04,2018/09/25,audio,audio (#9),read,,,,1,,,0,,,,,,"2018-09-25,2018-10-04","Fiction|1102;Classics|332;Novels|175;Literature|148;Literature,American|113",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195001i/38501._SX98_.jpg
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",3,4.09,Tor Books,Hardcover,413,2015,2015,2019/04/02,2018/04/14,"fantasy, audio","fantasy (#3), audio (#8)",read,Exciting adventure in a 1 dimensional world. The constraint of staying in 1 city among 3 worlds echoed the limitations imposed on the plot.,,,1,,,0,,,,,,"2019-03-30,2019-04-02","Fantasy|12294;Young Adult|1832;Fiction|1658;Fantasy,Magic|1288",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851i/22055262._SX98_.jpg
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer,"Seifer, Marc J.",William H. Terbo,"=""0806519606""","=""9780806519609""",2,3.77,Citadel,Paperback,542,2001,1996,2019/03/15,2018/12/21,audio,audio (#10),read,"A well researched and written insight into an astounding man, just wasn't compelling for me.",,,1,,,0,,,,,,"2019-03-06,2019-03-15","Biography|282;Nonfiction|171;Science|157;History|131;Audiobook|39;Biography Memoir|23;Science,Physics|13;Science,Technology|8;Literature,American|5;Unfinished|5",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338217663i/494._SX98_.jpg
21856367,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",4,4.09,Simon and Schuster,Hardcover,528,2014,2014,2019/03/30,2018/02/18,"sociology, self-help, entertaining-history, audio","sociology (#6), self-help (#10), entertaining-history (#15), audio (#7)",read,"A thorough overview of the progression of computational innovation, bringing each story and person alive.",,,1,,,0,,,,,,"2019-03-26,2019-03-30","Nonfiction|751;History|581;Business|400;Biography|380;Science,Technology|285;Science|217",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410191571i/21856367._SX98_.jpg
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",2,3.91,Ace,Paperback,528,1991,1961,2019/04/11,2017/12/10,"scifi, audio","scifi (#4), audio (#4)",read,"Definitely a product if its time. Reminded me of Ishmael a bit, in that it allowed the author to espouse philosophy through the two main characters. Wandered a lot.",,,1,,,0,,,,,,"2019-04-05,2019-04-11",Science Fiction|5277;Fiction|2459;Classics|1055;Science Fiction Fantasy|546,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1156897088i/350._SX98_.jpg
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"Brown, Daniel James",,"=""067002581X""","=""9780670025817""",5,4.35,Viking,Hardcover,416,2013,2013,2018/11/17,2018/02/10,"entertaining-history, audio","entertaining-history (#5), audio (#5)",read,"A deep dive into an occult sport during an iconic era, exploring the lives of great men and the challenges they conquered while working together to reach the best they could attain.",,,1,,,0,,,,,,"2018-10-26,2018-11-17","Nonfiction|2990;History|1735;Sports and Games,Sports|713;Biography|677",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354683116i/16158542._SX98_.jpg
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",3,4.02,W.W. Norton & Company,Paperback,425,2005,1997,2019/03/24,2017/09/10,"psychology, sociology, entertaining-history, audio","psychology (#36), sociology (#15), entertaining-history (#12), audio (#3)",read,A relevant review of anthropology and a defense of the argument that environment was the sole cause of cultural success throughout history. I felt that if I had read it many years ago it might have had a larger effect on me. These ideas have already entered the cultural zeitgeist though..,,,1,,,0,,,,,,"2019-03-22,2019-03-24",History|7484;Nonfiction|6539;Science|2292;Anthropology|952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453215833i/1842._SX98_.jpg
30547646,Why Time Flies: A Mostly Scientific Investigation,Alan Burdick,"Burdick, Alan",,"=""141654027X""","=""9781416540274""",3,3.41,Simon & Schuster,Hardcover,320,2017,2017,2019/03/19,2018/02/18,"psychology, audio","psychology (#26), audio (#6)",read,An engaging review of time research.,,,1,,,0,,,,,,"2019-03-15,2019-03-19",Science|106;Nonfiction|88;Psychology|31;Philosophy|25;Audiobook|7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466946523i/30547646._SX98_.jpg
26030703,Disrupted: My Misadventure in the Start-Up Bubble,Dan Lyons,"Lyons, Dan",,"=""0316306088""","=""9780316306089""",3,3.92,Hachette Books,Hardcover,272,2016,2016,2019/03/06,2017/08/31,"tech, sociology, audio","tech (#39), sociology (#11), audio (#2)",read,A controversial tale full of stark insights.,,,1,,,0,,,,,,"2019-03-04,2019-03-06","Nonfiction|241;Business|216;Autobiography,Memoir|88;Biography|43;Science,Technology|40",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454285548i/26030703._SX98_.jpg
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",3,4.35,Random House,Kindle Edition,208,2016,2016,2019/03/21,2017/07/06,"self-help, psychology, philosophy, audio","self-help (#12), psychology (#30), philosophy (#2), audio (#1)",read,A thoughtful reflection on life.,,,1,,,0,,,,,,"2019-03-20,2019-03-21","Nonfiction|4914;Autobiography,Memoir|2620;Biography|1302",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492677644i/25899336._SX98_.jpg
22800553,Effective Modern C++: 42 Specific Ways to Improve Your Use of C++11 and C++14,Scott Meyers,"Meyers, Scott",,"=""1491903996""","=""9781491903995""",2,4.52,O'Reilly Media,Paperback,334,2014,2014,2019/04/10,2019/03/26,,,read,"Good advice about move semantics, but fairly dry for my tastes.",,,1,,,0,,,,,,"2019-03-18,2019-04-10","Computer Science,Programming|91;Science,Computer Science|41;Nonfiction|24;Reference|14;Computer Science,Technical|14;Computer Science,Software|11",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416178786i/22800553._SX98_.jpg
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",4,4.26,HarperCollins Publishers,Paperback,496,2006,1943,2019/03/10,2018/03/09,novel,novel (#2),read,"On one hand it was an intriguing view into early 1900s Brooklyn, but on another it was an insight into the will to live mixed in with the human condition; at once both nostalgic and saddening.",,,1,,,0,,,,,,"2019-02-22,2019-03-10","Classics|6269;Fiction|4301;Historical,Historical Fiction|1996;Young Adult|1087",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891._SX98_.jpg
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""152473165X""","=""9781524731656""",4,4.47,Knopf Publishing Group,Hardcover,339,2018,2018,2019/02/19,2018/08/21,,,read,A fascinating investigative story,,,1,,,0,,,,,,"2019-02-19,2019-02-19","Nonfiction|2283;Business|834;Crime,True Crime|420;Science|350;Audiobook|324",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702i/37976541._SX98_.jpg
18222843,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,"Miodownik, Mark",,"=""0544236041""","=""9780544236042""",3,4.09,Houghton Mifflin Harcourt,Hardcover,272,2014,2013,2019/02/19,2018/08/13,,,read,"One man's love letter to material science. An intriguing perspective on the world we've created around ourselves, with a brief speculation on what may yet come.",,,1,,,0,,,,,,"2019-02-14,2019-02-19","Science|868;Nonfiction|665;History|93;Science,Chemistry|63;Science,Technology|46;Science,Physics|41;Audiobook|40;Science,Engineering|26;Science,Popular Science|23;Design|14",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382416634i/18222843._SX98_.jpg
39294745,SUNBURST and LUMINARY - An Apollo Memoir,Don Eyles,"Eyles, Don",,"=""0986385905""","=""9780986385902""",4,4.40,"Fort Point Press, Bostom",Hardcover,357,2018,,2019/02/13,2018/06/24,entertaining-history,entertaining-history (#13),read,Neat insight into a revolutionary time and place.,,,1,,,0,,,,,,"2019-02-01,2019-02-13",Nonfiction|5;Space|4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523187492i/39294745._SX98_.jpg
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""0060531045""","=""9780060531041""",3,4.06,Harper,Hardcover,417,2003,1967,2019/01/30,2018/07/26,novel,novel (#11),read,"A collection of stories bound together through heritage, with wonder, but seemingly lacking motivation.",,,1,,,0,,,,,,"2019-01-20,2019-01-30",Fiction|8559;Classics|6988;Magical Realism|2400;Literature|1352,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361i/320._SX98_.jpg
16395913,Fire in the Hole,Elmore Leonard,"Leonard, Elmore",,"=""5551096602""","=""""",3,3.89,Contentville Press,ebook,240,2001,2001,2019/01/18,2017/10/30,"fantasy, novel","fantasy (#5), novel (#4)",read,Entertaining tales,,,1,,,0,,,,,,"2019-01-13,2019-01-18","Fiction|122;Short Stories|98;Mystery,Crime|61;Mystery|50;Westerns|31",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366475416i/16395913._SX98_.jpg
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""0062300547""","=""9780062300546""",4,3.94,Harper,Hardcover,257,2016,2016,2019/01/12,2018/08/19,,,read,,,,1,,,0,,,,,,"2019-01-06,2019-01-12","Nonfiction|4380;Autobiography,Memoir|2790;Biography|1086;Audiobook|632",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463569814i/27161156._SX98_.jpg
35292242,Two Scoops of Django: Best Practices for Django 1.11,Daniel roy Greenfeld,"Greenfeld, Daniel roy",Audrey Roy,"=""""","=""""",3,4.39,,Paperback,515,2017,,2018/12/30,2018/04/14,tech,tech (#40),read,,,,1,,,0,,,,,,"2018-10-28,2018-12-30","Computer Science,Programming|2",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496495616i/35292242._SX98_.jpg
36447287,Handmade: Creative Focus in the Age of Distraction,Gary Rogowski,"Rogowski, Gary",,"=""1610353145""","=""9781610353144""",3,3.96,Linden Publishing,Paperback,184,2017,,2018/12/26,2018/12/22,,,read,Interesting combination of woodworking and hiking turned into generic yet good advice.,,,1,,,0,,,,,,"2018-12-22,2018-12-26","Art,Woodwork|7;Nonfiction|7;Philosophy|2",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15704247,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Franklin, Benjamin",Charles William Eliot,"=""""","=""""",0,3.83,Public Domain Books,Kindle Edition,151,1994,1791,,2018/12/17,,,read,,,,1,,,0,,,,,,",2016-01-01","Biography|1378;History|1077;Nonfiction|979;Classics|581;Biography,Autobiography|367",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339606940i/15704247._SX98_.jpg
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",3,3.67,"Little, Brown",Hardcover,343,2016,2016,2018/11/23,2018/11/23,,,read,"A neat throwback to a beloved classic, unfortunately lacking the original magic.",,,1,,,0,,,,,,"2018-11-23,2018-11-23",Fantasy|13051;Fiction|3815;Young Adult|3411;Plays|2784,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470082995i/29056083._SX98_.jpg
27246111,Barbarian Days: A Surfing Life,William Finnegan,"Finnegan, William",,"=""0143109391""","=""9780143109396""",4,4.20,Penguin Books,Paperback,447,2016,2015,2018/12/16,2018/11/30,,,read,A great insight into a different way of life.,,,1,,,0,,,,,,"2018-11-30,2018-12-16","Nonfiction|293;Autobiography,Memoir|236;Biography|131;Travel|109;Sports and Games,Sports|84",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462910465i/27246111._SX98_.jpg
25837084,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.06,Ace,Kindle Edition,320,2000,1969,2018/11/29,2018/08/27,,,read,"Very well written, evocative imagery and complex characters in a nuanced plot.",,,1,,,0,,,,,,"2018-11-19,2018-11-29",Science Fiction|4462;Fiction|2192;Fantasy|1174;Classics|648,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553023909i/25837084._SX98_.jpg
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",3,4.03,Penguin,Kindle Edition,320,2018,2018,2018/11/28,2018/11/28,,,read,"Too many examples, decent ideas.",,,1,,,0,,,,,,"2018-11-24,2018-11-28","Business|479;Nonfiction|150;Business,Management|102;Leadership|88;Productivity|36;Business,Entrepreneurship|30",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
20937210,The Emperor's Handbook,Marcus Aurelius,"Aurelius, Marcus",,"=""""","=""""",4,4.23,Scribner,Hardcover,145,,180,2018/08/29,2018/08/24,,,read,,,,1,,,0,,,,,,"2018-08-24,2018-08-29","Philosophy|5460;Classics|1648;Nonfiction|1622;History|553;Self Help|221;Spirituality|153;Self Help,Personal Development|125;Psychology|125;Leadership|107;Literature|103",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
39092290,Lost Horizon,James Hilton,"Hilton, James",,"=""""","=""""",3,3.92,Open Road Media,Kindle Edition,142,2012,1933,2018/10/27,2018/08/20,,,read,,,,1,,,0,,,,,,"2018-10-20,2018-10-26",Fiction|554;Classics|434;Fantasy|210;Adventure|124;Literature|56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
411621,Insight Guides Peru (Insight Guides),Pam Barrett,"Barrett, Pam",Insight Guides,"=""9812348085""","=""9789812348081""",3,3.77,Insight Guides,Paperback,358,2004,1993,2018/10/15,2018/09/20,,,read,,,,1,,,0,,,,,,"2018-09-20,2018-10-13",Travel|6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",5,4.11,Back Bay Books,Paperback,293,2000,1981,2018/09/20,2018/07/05,"tech, entertaining-history","tech (#22), entertaining-history (#14)",read,,,,1,,,0,,,,,,"2018-09-04,2018-09-20","Nonfiction|284;Science,Technology|137;History|132;Business|103;Science|89;Computer Science,Computers|60",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
22571775,"Do Over: Rescue Monday, Reinvent Your Work, and Never Get Stuck",Jon Acuff,"Acuff, Jon",,"=""1591847613""","=""9781591847618""",3,4.06,Portfolio,Hardcover,288,2015,2015,2018/08/21,2018/08/04,,,read,,,,1,,,0,,,,,,"2018-08-06,2018-08-21","Nonfiction|92;Business|80;Self Help|49;Self Help,Personal Development|29",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420787033i/22571775._SX98_.jpg
8205855,"The 4 Hour Workweek, Expanded And Updated: Expanded And Updated, With Over 100 New Pages Of Cutting Edge Content",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",0,3.87,Harmony,Kindle Edition,416,2009,2007,,2014/03/09,,,read,,,,1,,,0,,,,,,,"Business|2376;Nonfiction|1447;Self Help|904;Self Help,Personal Development|425;Productivity|404",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503703565i/8205855._SX98_.jpg
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3,3.96,William Morrow,Hardcover,320,2006,2005,2018/08/06,2018/06/17,,,read,,,,1,,,0,,,,,,"2018-07-28,2018-08-06","Nonfiction|9630;Economics|3953;Business|1936;Science|1063;Psychology|736;Sociology|567;Politics|340;Audiobook|297;Economics,Finance|284;Social Science|220",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202._SX98_.jpg
11524771,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,"Mitnick, Kevin D.","Steve Wozniak, William L. Simon","=""""","=""""",4,3.97,,Kindle Edition,433,,2011,2017/10/13,2017/08/18,,,read,,,,1,,,0,,,,,,"2017-08-18,2017-10-13","Nonfiction|548;Biography|309;Science,Technology|163;Autobiography,Memoir|131",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869451i/11524771._SX98_.jpg
6945716,MAKE: Electronics: Learning Through Discovery,Charles Platt,"Platt, Charles",,"=""0596153740""","=""9780596153748""",4,4.26,"Maker Media, Inc",Paperback,352,2009,2008,,2013/01/03,tech,tech (#3),read,,,,1,,,0,,,,,,,"Science,Engineering|20;Science|20;Reference|20;Nonfiction|19;Science,Technology|12;Computer Science,Technical|8;Engineering,Electrical Engineering|5;How To|5;Textbooks|4;Design|3",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366277469i/6945716._SX98_.jpg
2222623,Programming the World Wide Web,Robert W. Sebesta,"Sebesta, Robert W.",,"=""0321489691""","=""9780321489692""",3,3.75,Addison Wesley Longman,Paperback,734,2007,2001,,2013/01/03,tech,tech (#6),read,,,,1,,,0,,,,,,,"Computer Science,Programming|4;Science,Technology|3;Science,Computer Science|3;Reference|2;Textbooks|2",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13132504,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",4,3.95,Amazon Publishing,Kindle Edition,672,2012,2012,,2014/01/19,,,read,,,,1,,,0,,,,,,,"Nonfiction|184;Food and Drink,Cooking|116;Food and Drink,Food|110;Self Help|74;Food and Drink,Cookbooks|72;Self Help,Personal Development|60",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363442079i/13132504._SX98_.jpg
9359913,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5),Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.38,Del Rey Books,Kindle Edition,855,2010,1996,,2015/08/10,,,read,,,,1,,,0,,,,,,,Science Fiction|2964;Fiction|2299;Humor|1333;Fantasy|1008;Classics|675,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404613587i/9359913._SX98_.jpg
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2014/03/09,,,read,,,,1,,,0,,,,,,,"Fantasy|24857;Fiction|5004;Fantasy,Epic Fantasy|1159;Science Fiction Fantasy|908;Fantasy,High Fantasy|757;Adult|632;Fantasy,Dragons|564;Adventure|548;Epic|505;Audiobook|464",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497931121i/62291._SY160_.jpg
6480781,Open,Andre Agassi,"Agassi, Andre",J.R. Moehringer,"=""0307268195""","=""9780307268198""",4,4.22,Knopf,Hardcover,388,2009,2009,,2013/01/03,,,read,,,,1,,,0,,,,,,,"Biography|704;Nonfiction|695;Sports and Games,Sports|546;Autobiography,Memoir|290;Biography,Autobiography|248",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320520930i/6480781._SX98_.jpg
7799247,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.22,Del Rey,Kindle Edition,179,2007,1979,,2015/08/10,,,read,,,,1,,,0,,,,,,,Science Fiction|12959;Fiction|8868;Humor|5050;Fantasy|4001;Classics|3718,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328025174i/7799247._SX98_.jpg
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.55,Scholastic,Paperback,734,2002,2000,,2013/01/03,,,read,,,,1,,,0,,,,,,,Fantasy|44432;Young Adult|14638;Fiction|12305,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6._SX98_.jpg
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.32,Bantam,Kindle Edition,1125,2011,2011,,2014/03/09,,,read,,,,1,,,0,,,,,,,"Fantasy|20986;Fiction|4193;Fantasy,Epic Fantasy|979",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885335i/10664113._SX98_.jpg
627206,The New Drawing on the Right Side of the Brain,Betty Edwards,"Edwards, Betty",,"=""0874774241""","=""9780874774245""",4,3.85,Tarcher,Paperback,291,1999,1979,,2013/01/03,drawing,drawing (#1),read,,,,1,,,0,,,,,,,"Art|1218;Nonfiction|492;Art,Drawing|192;Reference|101",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
925232,What Smart Students Know: Maximum Grades. Optimum Learning. Minimum Time.,Adam Robinson,"Robinson, Adam",,"=""0517880857""","=""9780517880852""",4,3.81,Three Rivers Press,Paperback,288,1993,1993,,2013/01/03,self-help,self-help (#1),read,,,,1,,,0,,,,,,,Education|19;Nonfiction|14;Self Help|9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320542400i/925232._SX98_.jpg
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",4,3.63,Penguin Books,Paperback,307,1976,1955,,2014/03/09,literature,literature (#4),read,,,,1,,,0,,,,,,,Classics|4944;Fiction|4560;Travel|1041;Literature|778,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413588576i/70401._SX98_.jpg
4981,Slaughterhouse-Five,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385333846""","=""9780385333849""",5,4.07,Dial Press,Paperback,275,1999,1969,,2014/03/09,literature,literature (#5),read,,,,1,,,0,,,,,,,Classics|11400;Fiction|10833;Science Fiction|4821,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389i/4981._SY160_.jpg
1041695,Programming Challenges: The Programming Contest Training Manual,Steven S. Skiena,"Skiena, Steven S.",Miguel A. Revilla,"=""0387001638""","=""9780387001630""",4,4.03,Springer,Paperback,364,2003,2003,,2013/01/03,tech,tech (#5),read,,,,1,,,0,,,,,,,"Computer Science,Programming|17;Science,Computer Science|12;Science,Technology|7;Computer Science,Algorithms|6;Computer Science,Technical|5;Reference|4;Computer Science,Computers|3",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.45,Bantam,Mass Market Paperback,848,2005,1996,,2014/03/09,,,read,,,,1,,,0,,,,,,,Fantasy|41401;Fiction|9387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562475719i/13496._SY160_.jpg
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",4,4.09,Free Press,Paperback,372,2004,1989,,2013/01/03,,,read,,,,1,,,0,,,,,,,"Self Help|3025;Nonfiction|2991;Business|2358;Self Help,Personal Development|1004",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072._SX98_.jpg
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",5,4.37,Penguin Books,Paperback,601,2002,1952,2018/07/24,2018/04/15,,,read,,,,1,,,0,,,,,,"2018-07-10,2018-07-24","Classics|8772;Fiction|5340;Historical,Historical Fiction|1094;Literature|854;Novels|465;Literature,American|350;Classics,Classic Literature|265;Literary Fiction|256;Historical|249;Adult|189",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544744853i/4406._SX98_.jpg
3828902,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana       Wright,"=""1603580557""","=""9781603580557""",3,4.26,Chelsea Green Publishing,Paperback,240,2008,2008,2018/07/14,2017/11/26,,,read,Was an interesting high-level overview that provided a different way of looking at the world. Breaking everything down into a system that built up stocks and had various inflows and outflows.,,,1,,,0,,,,,,"2018-07-06,2018-07-14",Nonfiction|219;Business|186;Science|150;Design|61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390169859i/3828902._SX98_.jpg
61505,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.","Caroline Mustill, Clifford Harper","=""0300108834""","=""9780300108835""",4,4.11,Yale University Press,Hardcover,284,2005,1936,2018/06/10,2017/11/21,,,read,,,,1,,,0,,,,,,"2018-06-02,2018-06-10",History|1169;Nonfiction|628;Historical|46,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
