Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7619266,"Haiti: The God of Tough Places, the Lord of Burnt Men",Richard Frechette,"Frechette, Richard",,"=""1412814200""","=""9781412814201""",3,4.33,Transaction Publishers,Hardcover,124,2010,2010,,2014/03/08,,,read,,,,1,,,0,,,,,
5907,The Hobbit or There and Back Again,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260307""","=""9780618260300""",0,4.27,Houghton Mifflin,Paperback,366,2002,1937,,2013/01/03,,,read,,,,1,,,0,,,,,
8045789,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",4,4.30,Tor Books,Kindle Edition,226,2010,1985,,2014/01/28,,,read,,,,1,,,0,,,,,
15867699,Operating Systems: Principles and Practice,Thomas Anderson,"Anderson, Thomas",Michael Dahlin,"=""0985673516""","=""9780985673512""",4,4.10,Recursive Books,Paperback,674,2012,2012,,2014/01/19,tech,tech (#2),read,,,,1,,,0,,,,,
9938211,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",3,3.76,Crown Archetype,Kindle Edition,592,2010,2000,,2014/01/19,,,read,,,,1,,,0,,,,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393316041""","=""9780393316049""",4,4.28,W. W. Norton & Company,Paperback,391,1997,1985,,2013/01/03,,,read,,,,1,,,0,,,,,
2479827,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,"Paolini, Christopher",,"=""0375846158""","=""9780375846151""",4,4.21,Knopf Books for Young Readers,Hardcover,1952,2008,2008,,2013/01/03,,,read,,,,1,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""0786817879""","=""9780786817870""",4,3.84,Disney-Hyperion,Paperback,396,2003,2001,,2013/01/03,,,read,,,,1,,,0,,,,,
7985893,"Cooking for Geeks: Real Science, Great Hacks, and Good Food",Jeff Potter,"Potter, Jeff",,"=""0596805888""","=""9780596805883""",5,4.04,O'Reilly Media,Paperback,412,2010,2007,,2013/01/03,,,read,,,,1,,,0,,,,,
31093,Lila: An Inquiry Into Morals,Robert M. Pirsig,"Pirsig, Robert M.",,"=""0553299611""","=""9780553299618""",5,3.78,Bantam,Paperback,480,1992,1991,,2013/01/03,,,read,,,,1,,,0,,,,,
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",5,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,,2013/01/03,literature,literature (#6),read,,,,1,,,0,,,,,
154154,Programming Interviews Exposed: Secrets to Landing Your Next Job (Programmer to Programmer),John Mongan,"Mongan, John","Eric Giguere, Noah Suojanen","=""047012167X""","=""9780470121672""",4,3.97,Wrox,Paperback,237,2007,2000,,2013/01/03,tech,tech (#4),read,,,,1,,,0,,,,,
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,"=""0375708111""","=""9780375708114""",5,4.07,Vintage Books USA,Paperback,425,2004,1999,,2013/01/03,,,read,,,,1,,,0,,,,,
61619,Hacking: The Art of Exploitation,Jon Erickson,"Erickson, Jon",,"=""1593270070""","=""9781593270070""",4,4.14,No Starch Press,Paperback,241,2004,2003,,2013/01/03,tech,tech (#7),read,,,,1,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",3,4.06,Crown Publishing Group,Hardcover,370,2010,2010,,2013/01/03,,,read,,,,1,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",4,4.10,Simon  Schuster,Hardcover,675,2007,2007,,2013/01/03,,,read,,,,1,,,0,,,,,
9484114,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,"Achor, Shawn",,"=""0307591565""","=""9780307591562""",4,4.17,Crown Business,ebook,272,2010,2010,,2013/01/03,,,read,,,,1,,,0,,,,,
